City,State,Origin,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,total
Naples,Florida,Cuba,30,0,61,96,60,36,64,115,60,63,20,75,34,15,8,0,0,737
Fargo,North Dakota,Iraq,0,0,0,0,0,17,138,73,52,6,14,93,127,94,90,28,0,732
Greeley,Colorado,Burma,0,0,0,0,0,0,0,0,17,43,44,81,79,187,170,59,50,730
Silver Spring,Maryland,Iraq,0,0,0,0,0,0,59,35,119,27,76,117,126,86,77,5,0,727
Tampa,Florida,Burma,0,0,5,0,21,61,83,150,161,73,46,41,25,54,5,0,0,725
Wichita,Kansas,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,0,5,31,80,114,304,39,152,725
Seattle,Washington,Russia,37,10,0,312,237,49,1,5,5,6,10,0,0,2,19,16,10,719
Amarillo,Texas,Iran,11,29,37,61,138,105,18,104,24,24,20,26,18,38,51,13,0,717
Falls Church,Virginia,Iraq,7,0,0,0,0,0,25,35,86,20,93,152,137,50,84,25,2,716
Vancouver,Washington,Russia,69,99,50,154,56,73,24,32,9,15,15,1,2,32,39,19,26,715
Salt Lake City,Utah,Sudan,38,113,82,63,65,11,1,6,20,24,65,76,42,53,43,6,1,709
Pittsburgh,Pennsylvania,Burma,0,0,3,34,23,99,150,80,16,16,23,65,75,76,30,12,7,709
Knoxville,Tennessee,Iraq,0,0,0,0,0,10,39,102,141,41,63,99,83,45,75,7,0,705
Seattle,Washington,Eritrea,0,1,1,22,34,20,24,84,120,39,57,28,53,74,77,45,25,704
Merced,California,Laos,0,0,357,285,53,1,3,0,0,3,0,0,0,0,0,0,0,702
Las Vegas,Nevada,Eritrea,1,6,6,39,26,62,13,72,64,72,32,34,51,72,67,35,48,700
Brooklyn,New York,Ukraine,230,201,81,60,56,15,23,15,2,2,0,0,5,2,6,0,1,699
Citrus Heights,California,Ukraine,64,81,49,35,56,55,12,11,11,5,17,0,25,80,84,52,55,692
Houston,Texas,Iran,6,32,45,10,28,25,26,52,27,37,44,66,80,59,108,46,1,692
Phoenix,Arizona,Eritrea,0,0,0,13,6,59,17,128,104,60,57,34,32,34,54,44,48,690
Troy,Michigan,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,75,519,93,3,690
Columbus,Ohio,Burma,0,0,0,0,0,19,44,50,93,66,70,49,84,110,60,15,28,688
Twin Falls,Idaho,Bhutan,0,0,0,0,0,0,69,151,113,99,62,59,49,24,27,35,0,688
Richmond,Virginia,Bhutan,0,0,0,0,0,0,83,178,119,202,12,18,0,17,24,22,13,688
Phoenix,Arizona,Sudan,62,104,133,78,102,14,19,15,9,9,34,20,20,27,24,18,0,688
Houston,Texas,Burundi,0,1,20,2,22,301,141,52,38,9,16,17,5,36,18,0,2,680
Grand Forks,North Dakota,Bhutan,0,0,0,0,0,0,36,79,49,99,99,91,80,38,64,39,6,680
Baltimore,Maryland,Eritrea,0,0,1,6,8,14,1,49,86,19,27,66,74,98,104,70,57,680
Philadelphia,Pennsylvania,Ukraine,67,105,51,64,43,32,27,10,10,19,16,5,11,27,63,71,58,679
Federal Way,Washington,Ukraine,199,108,37,36,42,23,41,4,14,4,3,0,0,23,63,48,31,676
Las Vegas,Nevada,Iraq,2,0,1,0,5,2,115,96,80,46,65,101,65,32,38,26,2,676
Cleveland,Ohio,Somalia,0,0,157,40,30,42,5,30,33,5,2,36,81,57,136,21,0,675
Denver,Colorado,Eritrea,0,0,10,13,19,33,22,69,103,75,49,50,62,37,58,45,29,674
San Diego,California,Iran,19,49,20,36,30,33,32,38,31,44,53,67,61,52,77,29,0,671
Kent,Washington,Somalia,0,2,30,36,73,10,4,0,30,72,69,137,123,35,42,6,1,670
Rancho Cordova,California,Moldova,104,144,103,63,17,58,30,25,24,9,14,0,4,15,34,22,4,670
Roanoke,Virginia,Bhutan,0,0,0,0,0,0,40,95,127,181,94,69,16,14,20,10,2,668
Spokane,Washington,Iraq,0,3,0,0,0,7,37,64,73,18,44,99,116,65,90,44,0,660
Houston,Texas,Sudan,48,109,103,58,89,15,12,17,15,16,38,29,7,41,38,22,3,660
Las Vegas,Nevada,Iran,18,31,19,13,23,67,43,48,17,31,65,38,43,76,96,29,1,658
Columbia,South Carolina,Burma,0,0,0,4,24,33,69,36,104,75,73,55,55,71,41,12,6,658
Grand Rapids,Michigan,Somalia,1,24,50,48,13,15,1,8,21,18,47,118,118,105,56,13,0,656
San Diego,California,Afghanistan,61,72,22,4,12,0,3,11,14,29,24,19,55,93,154,31,47,651
Rockford,Illinois,Iraq,1,0,0,0,8,2,50,109,124,17,92,65,97,48,37,0,0,650
Raleigh,North Carolina,Iraq,0,0,0,2,0,2,36,71,63,27,74,117,134,70,38,15,0,649
Kansas City,Kansas,Bhutan,0,0,0,0,0,0,68,97,76,104,106,63,53,23,26,27,5,648
Phoenix,Arizona,Iran,24,42,24,22,32,53,39,62,66,37,58,74,23,31,45,15,0,647
Dallas,Texas,Iran,18,27,15,12,28,30,17,38,20,25,34,35,75,93,108,65,3,643
Dayton,Ohio,Dem. Rep. Congo,0,0,0,0,0,9,0,18,5,13,17,35,58,72,222,84,109,642
Durham,North Carolina,Burma,0,0,5,0,0,15,24,97,85,105,75,77,39,35,35,9,40,641
Seattle,Washington,Ethiopia,15,66,113,48,55,52,12,16,34,26,54,48,27,18,38,12,7,641
Denver,Colorado,Ethiopia,16,54,60,63,102,21,18,32,39,42,32,60,33,11,35,6,11,635
San Antonio,Texas,Somalia,0,0,178,53,28,42,11,7,129,24,48,18,25,21,34,15,0,633
Portland,Oregon,Dem. Rep. Congo,0,9,17,0,1,0,0,19,106,24,18,55,70,44,153,54,61,631
San Antonio,Texas,Dem. Rep. Congo,0,0,1,5,0,8,0,29,81,36,50,48,41,53,186,7,86,631
Greensboro,North Carolina,Bhutan,0,0,0,0,0,0,71,71,100,83,149,42,31,19,26,34,3,629
Rancho Cordova,California,Ukraine,215,103,61,71,33,20,17,6,5,5,9,0,2,18,27,35,2,629
Spokane,Washington,Ukraine,99,96,51,28,29,9,16,23,15,6,12,5,9,40,64,59,68,629
Omaha,Nebraska,Somalia,0,0,165,23,24,20,23,35,11,8,12,38,54,20,141,53,0,627
Twin Falls,Idaho,Burma,0,0,0,0,0,8,27,93,113,91,127,62,63,35,6,0,0,625
Indianapolis,Indiana,Somalia,0,2,79,65,30,37,6,10,43,30,41,44,70,16,97,54,0,624
Charlotte,North Carolina,Somalia,8,12,181,77,71,28,35,31,11,9,5,22,36,26,56,15,0,623
Erie,Pennsylvania,Dem. Rep. Congo,0,0,0,0,0,0,9,6,34,3,21,12,90,139,186,36,86,622
Antelope,California,Ukraine,32,42,52,67,43,62,22,12,10,4,17,0,32,47,60,53,66,621
Seattle,Washington,Iran,53,32,12,17,27,20,13,18,13,27,17,33,30,69,176,64,0,621
Bowling Green,Kentucky,Dem. Rep. Congo,0,0,0,0,0,0,0,0,46,16,23,11,11,17,223,32,242,621
Saint Louis,Missouri,Dem. Rep. Congo,1,0,6,4,0,11,7,2,11,1,19,2,83,154,191,88,40,620
Colchester,Vermont,Somalia,0,24,166,66,9,33,26,93,9,0,3,6,58,39,80,7,0,619
Seattle,Washington,Ukraine,15,28,1,0,3,0,0,0,38,8,24,4,65,102,184,124,20,616
Providence,Rhode Island,Liberia,11,136,157,140,62,47,5,33,7,0,2,9,1,2,2,0,1,615
Jacksonville,Florida,Bhutan,0,0,0,0,0,0,128,190,113,74,89,14,0,0,3,3,0,614
Cleveland,Ohio,Dem. Rep. Congo,0,0,10,7,0,6,15,1,9,17,17,0,26,74,230,85,114,611
Boise,Idaho,Afghanistan,100,64,31,38,30,39,97,39,31,14,33,16,15,15,36,4,6,608
Amarillo,Texas,Somalia,0,6,128,26,37,31,8,42,95,18,37,52,78,11,29,5,0,603
Austin,Texas,Bhutan,0,0,0,0,0,0,4,100,127,106,64,68,58,35,27,11,2,602
Las Vegas,Nevada,Somalia,0,8,92,68,23,28,10,21,7,33,39,63,30,98,75,7,0,602
Abilene,Texas,Bhutan,0,0,0,0,0,0,37,155,70,152,97,33,37,14,5,0,0,600
Charlottesville,Virginia,Bhutan,0,0,0,0,0,0,33,78,59,141,118,44,39,30,41,12,0,595
Albany,New York,Iraq,0,0,0,0,0,8,55,129,108,19,45,82,64,35,43,6,0,594
Spokane,Washington,Bhutan,0,0,0,0,0,0,69,160,100,98,62,29,26,28,11,9,0,592
Camden,New Jersey,Burma,0,0,0,6,23,61,78,288,81,4,14,17,5,13,0,0,0,590
Boston,Massachusetts,Iraq,0,5,0,0,0,22,112,105,73,15,38,97,60,37,17,8,0,589
Phoenix,Arizona,Burundi,12,3,16,8,50,236,140,19,27,13,0,5,9,20,16,10,0,584
Kent,Washington,Burma,0,0,0,0,0,7,27,33,96,115,82,50,75,65,26,0,7,583
West Springfield,Massachusetts,Iraq,0,0,0,0,0,0,33,56,65,24,89,63,135,57,51,8,0,581
New Haven,Connecticut,Iraq,0,0,0,0,0,7,44,93,93,40,57,99,74,29,26,15,0,577
Springfield,Massachusetts,Iraq,0,0,0,0,0,6,61,64,78,22,54,98,116,44,17,14,0,574
Tucson,Arizona,Sudan,16,40,56,40,60,1,2,17,5,16,103,71,26,85,22,9,2,571
Philadelphia,Pennsylvania,Dem. Rep. Congo,0,0,0,0,0,0,7,5,6,0,0,13,135,159,175,35,33,568
Kansas City,Missouri,Cuba,44,3,59,89,16,30,89,59,57,19,30,47,20,2,1,0,0,565
Kansas City,Missouri,Iraq,7,0,0,0,6,2,62,117,38,39,67,39,57,60,37,25,0,556
Sioux Falls,South Dakota,Eritrea,2,0,2,6,14,44,27,52,94,35,36,28,40,42,30,59,44,555
West Bloomfield,Michigan,Iraq,0,0,0,0,0,14,158,135,52,26,87,46,27,9,0,0,0,554
Anaheim,California,Iraq,0,0,0,6,6,9,27,63,86,19,78,87,71,30,62,9,0,553
Los Gatos,California,Iran,2,0,0,0,5,2,0,12,94,34,70,66,70,75,88,34,0,552
Aurora,Colorado,Bhutan,0,0,0,0,0,0,3,86,44,97,145,52,58,38,21,3,4,551
Des Moines,Iowa,Somalia,0,14,24,46,56,50,50,112,3,3,16,11,15,22,89,39,0,550
Chicago,Illinois,Ethiopia,12,74,104,132,65,18,5,6,11,10,27,10,6,13,33,16,7,549
Raleigh,North Carolina,Somalia,0,0,4,4,23,8,5,35,52,37,49,90,114,29,65,33,0,548
Aurora,Colorado,Burma,0,0,0,5,0,21,12,16,15,73,78,79,78,92,58,12,8,547
Minneapolis,Minnesota,Bhutan,0,0,0,0,0,0,48,35,41,70,109,86,36,17,75,26,3,546
Glendale,Arizona,Somalia,0,0,0,20,0,0,0,0,0,0,0,4,76,130,283,33,0,546
Lancaster,Pennsylvania,Dem. Rep. Congo,0,0,0,0,0,0,0,0,5,0,4,9,22,74,177,95,158,544
West Palm Beach,Florida,Cuba,16,8,45,95,48,29,49,62,59,35,12,33,39,11,0,2,0,543
Houston,Texas,Liberia,10,118,170,122,44,34,21,12,7,0,0,4,0,0,0,0,0,542
Austin,Texas,Dem. Rep. Congo,0,0,0,0,21,26,3,8,63,18,31,53,12,46,167,56,36,540
Erie,Pennsylvania,Iraq,18,13,0,4,5,15,72,95,60,13,46,81,80,16,12,10,0,540
Stone Mountain,Georgia,Bhutan,0,0,0,0,0,0,110,174,91,75,37,3,11,17,13,5,4,540
Houston,Texas,Afghanistan,76,44,40,38,27,25,7,10,6,18,18,28,48,30,89,17,15,536
Staten Island,New York,Liberia,57,191,139,75,30,36,1,0,1,3,0,0,0,0,0,0,0,533
High Point,North Carolina,Bhutan,0,0,0,0,0,0,11,87,67,87,99,81,32,29,19,20,0,532
Sacramento,California,Afghanistan,0,0,1,9,1,0,0,13,21,23,74,64,42,88,104,41,48,529
Houston,Texas,Syria,0,0,0,2,0,0,0,6,1,0,4,2,12,112,317,69,3,528
Glendale,Arizona,Syria,1,0,0,0,0,0,0,0,0,0,0,0,14,58,417,32,0,522
Aurora,Illinois,Bhutan,0,0,0,0,0,0,22,47,44,100,100,79,50,5,53,18,3,521
Saint Paul,Minnesota,Bhutan,0,0,0,0,0,0,49,43,153,53,64,44,27,46,27,7,8,521
Portland,Maine,Iraq,0,0,0,0,0,0,5,64,61,21,78,56,92,58,62,21,2,520
Eden Prairie,Minnesota,Somalia,2,9,91,90,184,61,6,9,4,1,8,22,8,10,10,3,1,519
Raleigh,North Carolina,Vietnam,117,33,7,115,76,35,41,36,18,16,12,11,0,0,0,0,0,517
Des Moines,Iowa,Iraq,6,0,0,0,0,11,118,145,39,13,57,27,38,28,26,9,0,517
Denver,Colorado,Russia,25,17,0,265,135,22,0,9,8,0,6,0,10,4,1,2,11,515
Springfield,Massachusetts,Somalia,0,18,113,34,26,7,8,34,27,39,32,49,30,52,36,9,0,514
Stockton,California,Laos,0,0,197,289,27,0,0,0,0,0,0,0,0,0,0,0,0,513
Dallas,Texas,Sudan,47,102,131,60,71,4,7,11,5,4,20,17,14,6,13,1,0,513
Albuquerque,New Mexico,Iraq,2,0,0,5,0,12,76,77,55,25,48,86,62,33,32,0,0,513
Lowell,Massachusetts,Iraq,0,0,0,0,0,0,19,52,60,20,106,93,95,30,28,8,0,511
Saint Louis,Missouri,Afghanistan,139,63,48,67,46,13,13,2,9,2,0,6,12,7,54,13,12,506
Rock Island,Illinois,Burma,0,0,0,0,0,0,11,20,12,70,81,45,87,87,66,16,10,505
Glendale,Arizona,Burma,0,0,0,0,0,4,0,3,6,1,19,4,78,213,116,25,34,503
Lexington,Kentucky,Bhutan,0,0,0,0,0,0,0,94,52,84,121,36,46,11,38,19,0,501
Dallas,Texas,Syria,0,0,0,0,0,0,0,0,0,1,0,6,5,38,388,62,0,500
Oakland,California,Burma,0,2,11,15,1,2,31,20,20,63,48,76,79,94,23,4,11,500
La Crescenta,California,Iran,17,2,6,5,49,76,127,106,42,11,9,17,10,14,3,4,0,498
Tampa,Florida,Iraq,0,0,0,0,0,0,17,63,67,15,72,66,104,36,35,20,1,496
Carrboro,North Carolina,Burma,0,0,2,7,7,126,126,45,21,19,29,25,39,20,26,3,0,495
Houston,Texas,Ethiopia,36,22,60,35,72,18,20,33,39,24,33,19,26,13,24,14,5,493
Baltimore,Maryland,Iraq,2,8,0,0,0,0,75,66,63,9,35,46,101,34,44,6,2,491
Clinton Township,Michigan,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,3,425,62,0,490
Tucson,Arizona,Eritrea,0,0,1,10,0,15,1,60,44,53,79,24,47,69,45,21,20,489
New York,New York,Burma,0,0,10,1,19,73,42,53,71,65,87,15,18,23,3,1,5,486
Lexington,Kentucky,Iraq,2,0,0,0,0,2,34,50,79,23,31,58,122,41,36,7,0,485
Garden Grove,California,Vietnam,123,36,42,124,30,39,52,34,4,0,0,0,0,0,0,0,0,484
Orlando,Florida,Iraq,0,0,0,0,0,0,28,26,65,38,59,86,74,36,50,10,0,472
Tucson,Arizona,Burundi,1,0,5,0,3,138,60,20,14,2,2,7,2,127,75,4,12,472
Vancouver,Washington,Moldova,26,32,79,88,30,11,32,17,8,18,6,0,11,20,50,21,23,472
Aurora,Illinois,Burma,0,0,0,0,0,71,91,61,41,42,44,40,27,5,11,4,34,471
Cleveland,Ohio,Burma,0,0,0,0,2,68,94,47,61,38,87,18,33,17,5,0,1,471
Richmond,Virginia,Iraq,13,0,0,5,3,13,126,81,58,8,27,22,39,37,21,18,0,471
Columbus,Ohio,Dem. Rep. Congo,0,0,0,0,0,0,11,9,45,3,40,8,28,40,162,53,71,470
Roanoke,Virginia,Somalia,0,24,164,87,24,29,0,0,0,3,7,40,17,21,41,13,0,470
Rockford,Illinois,Dem. Rep. Congo,1,1,0,0,0,7,0,11,22,1,25,17,35,83,117,63,86,469
Nashville,Tennessee,Sudan,34,76,92,71,45,2,15,12,10,5,16,23,14,16,36,2,0,469
Dallas,Texas,Liberia,7,90,130,124,42,15,29,18,3,0,0,3,4,1,1,0,0,467
Kent,Washington,Bhutan,0,0,0,0,0,0,17,31,98,117,93,61,17,18,6,4,3,465
Winooski,Vermont,Bhutan,0,0,0,0,0,0,0,12,34,89,93,88,30,43,61,15,0,465
Homestead,Florida,Cuba,20,15,34,73,3,38,54,62,49,24,27,26,27,8,3,1,0,464
Buffalo,New York,Eritrea,0,0,0,16,0,10,8,64,78,48,31,16,43,22,22,62,41,461
Portland,Oregon,Moldova,43,65,145,51,13,6,15,6,14,22,10,5,13,4,26,16,6,460
Charlottesville,Virginia,Burma,2,0,22,51,28,91,79,54,29,22,38,19,7,6,7,0,0,455
Syracuse,New York,Sudan,23,66,106,49,45,3,19,1,8,20,23,29,12,24,21,6,0,455
San Jose,California,Iraq,5,0,0,1,0,11,74,71,82,38,50,48,32,20,15,7,0,454
Des Moines,Iowa,Dem. Rep. Congo,0,0,0,8,4,15,9,4,2,0,1,0,25,52,183,38,112,453
Mobile,Alabama,Iraq,0,0,0,1,0,0,91,111,81,16,16,63,29,16,23,5,0,452
Baltimore,Maryland,Somalia,0,8,209,84,39,38,8,4,4,0,0,33,7,15,3,0,0,452
Rochester,New York,Iraq,0,0,0,0,3,8,41,41,39,15,25,97,70,32,68,11,0,450
Atlanta,Georgia,Syria,0,0,0,0,0,0,0,0,0,0,0,0,9,55,340,43,1,448
Jacksonville,Florida,Dem. Rep. Congo,0,6,17,0,2,8,1,1,32,5,0,9,61,97,106,48,54,447
Atlanta,Georgia,Eritrea,0,0,7,6,0,21,6,19,53,37,55,26,44,59,35,41,37,446
Bowling Green,Kentucky,Iraq,0,0,0,0,0,0,51,90,104,34,40,22,47,23,28,7,0,446
Sacramento,California,Syria,0,0,0,0,0,0,0,4,0,0,4,0,7,52,317,58,3,445
Bowling Green,Kentucky,Somalia,0,0,0,0,0,0,11,1,36,40,46,26,53,34,165,29,1,442
Clarkston,Georgia,Somalia,23,33,116,64,75,55,7,14,12,8,4,8,11,7,0,3,0,440
Renton,Washington,Ukraine,58,117,8,33,53,22,11,15,3,4,7,3,1,20,23,18,44,440
Richmond,Virginia,Somalia,0,6,143,82,51,23,45,27,2,33,5,6,0,6,0,11,0,440
Pittsburgh,Pennsylvania,Iraq,0,0,0,0,0,0,24,73,21,9,28,59,86,69,50,20,0,439
Boise,Idaho,Russia,1,0,28,173,182,23,4,8,0,0,0,0,0,0,0,7,12,438
Worcester,Massachusetts,Somalia,0,0,9,56,24,17,4,18,25,1,38,50,60,46,68,22,0,438
Wheaton,Illinois,Bhutan,0,0,0,0,0,0,18,95,46,51,65,41,21,36,55,6,0,434
Linden,New Jersey,Cuba,0,0,0,24,15,70,59,132,126,4,0,0,0,0,0,0,0,430
Utica,New York,Somalia,0,61,113,47,15,1,1,8,5,0,15,33,36,37,42,14,0,428
Springfield,Massachusetts,Bhutan,0,0,0,0,0,0,21,38,34,62,80,37,27,40,57,26,6,428
Farmington Hills,Michigan,Iraq,1,0,3,0,0,13,97,76,38,16,63,48,37,17,15,0,0,424
Los Angeles,California,Iraq,3,0,0,0,0,1,23,15,37,31,79,75,70,34,49,7,0,424
Orlando,Florida,Dem. Rep. Congo,0,0,0,0,5,0,0,3,30,15,18,32,51,91,140,38,0,423
La Mesa,California,Iraq,0,0,0,0,0,15,99,72,60,20,47,53,31,5,16,3,0,421
Burnsville,Minnesota,Somalia,1,22,60,77,131,27,1,1,7,7,2,11,25,1,26,13,7,419
Silver Spring,Maryland,Burma,0,0,1,0,0,37,25,5,67,50,71,42,39,57,23,2,0,419
Salt Lake City,Utah,Iran,24,67,42,37,17,61,3,40,18,32,18,26,8,11,9,6,0,419
Louisville,Kentucky,Russia,9,1,7,257,124,13,5,0,0,0,1,0,0,0,0,1,0,418
Chicago,Illinois,Eritrea,1,1,4,37,21,45,4,56,15,21,10,22,6,17,39,75,43,417
Columbia,Missouri,Burma,0,0,0,0,0,0,57,134,22,46,41,38,33,19,15,0,12,417
Brooklyn,New York,Azerbaijan,101,58,81,58,61,15,16,20,7,0,0,0,0,0,0,0,0,417
San Diego,California,Vietnam,116,29,31,79,44,34,7,56,3,6,1,0,3,0,0,7,1,417
Dallas,Texas,Burundi,0,0,17,24,29,190,102,21,8,0,0,0,0,19,7,0,0,417
Richmond,Virginia,Burma,0,0,0,3,9,66,68,103,34,21,16,47,17,17,6,1,8,416
Erie,Pennsylvania,Syria,0,0,0,0,0,0,0,4,0,0,0,10,7,28,302,64,0,415
Albuquerque,New Mexico,Cuba,35,12,46,59,21,43,38,25,26,9,53,20,21,7,0,0,0,415
Silver Spring,Maryland,Dem. Rep. Congo,0,0,1,0,0,0,1,0,47,6,24,24,87,99,90,6,29,414
Atlanta,Georgia,Iran,19,29,21,15,2,15,9,20,23,34,18,34,20,35,103,13,0,410
Chicago,Illinois,Liberia,1,53,101,113,51,47,9,27,1,0,0,7,0,0,0,0,0,410
Twin Falls,Idaho,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,0,0,0,2,78,209,45,76,410
Westfield,Massachusetts,Ukraine,73,53,21,54,28,31,29,7,4,0,0,0,0,0,0,38,72,410
Baltimore,Maryland,Sudan,7,11,37,30,25,20,3,8,0,0,21,59,46,87,29,15,11,409
Louisville,Kentucky,Sudan,7,55,28,21,37,28,4,18,11,14,52,37,13,44,33,7,0,409
Tarzana,California,Iran,34,33,20,24,80,35,34,44,21,14,20,13,13,15,7,2,0,409
Austin,Texas,Cuba,22,9,26,45,12,32,40,40,57,12,17,40,35,16,5,0,0,408
Rochester,New York,Dem. Rep. Congo,0,5,3,0,0,21,7,15,36,16,8,9,22,51,147,20,48,408
Salt Lake City,Utah,Burundi,4,0,0,0,17,190,51,8,11,5,0,15,7,43,43,3,10,407
Dearborn,Michigan,Syria,1,0,0,0,0,5,5,0,0,0,0,0,0,76,281,38,0,406
Buffalo,New York,Syria,0,0,0,0,3,2,0,0,0,0,0,0,0,23,298,79,1,406
Moline,Illinois,Burma,0,0,0,0,0,34,82,70,12,33,51,24,41,23,14,7,9,400
Dayton,Ohio,Iraq,0,0,0,0,0,0,86,127,94,2,4,19,26,6,30,5,0,399
Spokane,Washington,Russia,78,82,39,34,62,35,8,13,12,0,6,3,3,6,14,4,0,399
Lowell,Massachusetts,Burma,0,0,0,0,0,1,41,58,117,70,45,33,17,7,6,0,2,397
Amarillo,Texas,Iraq,10,3,1,12,4,18,65,86,77,17,30,44,16,6,7,0,0,396
Cleveland Heights,Ohio,Bhutan,0,0,0,0,0,0,0,0,8,41,76,79,67,47,34,31,12,395
Arlington,Texas,Iraq,3,0,0,0,0,0,16,22,27,4,49,83,73,52,36,30,0,395
Dallas,Texas,Eritrea,0,0,7,25,17,15,8,61,29,19,25,19,23,30,40,59,17,394
Lewiston,Maine,Somalia,1,6,26,27,28,29,8,28,22,7,19,40,28,62,49,13,0,393
Kent,Washington,Iran,0,5,3,4,0,0,0,2,26,68,55,42,43,69,56,19,0,392
Renton,Washington,Moldova,16,22,74,21,45,21,37,57,7,20,14,0,14,3,35,0,5,391
Buffalo,New York,Sudan,10,46,66,40,27,5,4,17,6,0,22,36,4,42,49,15,2,391
Saint Louis,Missouri,Bosnia and Herzegovina,367,16,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,390
Albuquerque,New Mexico,Dem. Rep. Congo,0,0,0,0,0,21,12,0,18,0,0,8,37,30,160,44,60,390
Sioux Falls,South Dakota,Dem. Rep. Congo,0,2,13,9,8,15,30,34,53,0,5,11,35,31,96,19,29,390
Asheville,North Carolina,Ukraine,34,19,52,39,22,14,3,4,10,8,10,0,7,16,74,33,44,389
Durham,North Carolina,Dem. Rep. Congo,0,0,0,0,0,0,0,0,0,4,14,6,28,76,149,35,77,389
Boston,Massachusetts,Burma,0,0,9,0,31,80,56,75,32,16,11,51,18,2,3,4,0,388
Spokane,Washington,Dem. Rep. Congo,0,0,11,0,1,0,0,0,30,11,16,17,89,65,91,16,41,388
Colchester,Vermont,Bhutan,0,0,0,0,0,0,171,84,28,40,21,7,2,7,19,8,0,387
Portland,Maine,Dem. Rep. Congo,3,10,6,1,1,5,12,1,30,6,8,1,16,23,168,32,61,384
Saint Petersburg,Florida,Cuba,17,5,35,67,23,49,34,56,42,20,10,3,23,0,0,0,0,384
Louisville,Kentucky,Syria,0,0,0,0,0,0,0,0,0,1,0,0,1,100,218,64,0,384
New Haven,Connecticut,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,41,286,51,5,383
Trenton,New Jersey,Burma,0,0,4,4,23,69,74,152,45,0,0,7,0,0,5,0,0,383
Jacksonville,Florida,Sudan,7,25,55,39,25,12,2,6,6,1,26,46,26,69,30,8,0,383
Twin Falls,Idaho,Iraq,0,0,0,0,0,0,69,58,34,19,18,52,96,18,19,0,0,383
Columbus,Ohio,Eritrea,0,0,6,2,7,4,12,43,38,18,40,44,36,25,26,49,33,383
Erie,Pennsylvania,Burma,0,0,0,0,0,0,99,84,49,9,8,60,45,12,12,1,3,382
San Diego,California,Sudan,12,79,75,36,38,19,2,12,15,8,8,21,10,22,23,2,0,382
Jacksonville,Florida,Eritrea,0,0,2,1,0,1,3,11,32,63,35,19,15,47,78,44,30,381
Manchester,New Hampshire,Iraq,10,0,0,0,0,4,60,50,87,14,41,17,30,37,26,5,0,381
Frederick,Maryland,Burma,0,0,2,5,3,60,103,38,35,43,63,28,0,0,0,0,0,380
Lancaster,Pennsylvania,Somalia,0,0,10,0,10,12,2,2,0,0,17,32,114,59,103,19,0,380
Kansas City,Missouri,Sudan,30,30,65,34,24,3,2,18,7,4,7,15,38,45,13,42,1,378
Phoenix,Arizona,Syria,0,0,0,0,0,0,0,0,0,0,0,0,1,47,295,34,0,377
Durham,North Carolina,Somalia,0,6,5,0,10,0,1,0,17,23,37,57,38,79,88,16,0,377
Reseda,California,Iran,9,17,25,20,44,55,43,44,23,16,16,23,12,11,19,0,0,377
Durham,North Carolina,Iraq,0,0,0,0,0,0,2,36,74,33,67,49,49,26,17,23,0,376
Tucson,Arizona,Russia,10,5,2,189,149,18,0,1,0,0,0,0,1,0,0,0,0,375
Pittsburgh,Pennsylvania,Dem. Rep. Congo,0,4,0,0,0,0,0,0,0,0,0,18,29,77,127,50,70,375
Des Moines,Iowa,Eritrea,0,0,0,3,9,0,0,56,19,15,8,20,27,31,42,93,51,374
Chicago,Illinois,Iran,15,34,17,21,33,17,6,6,23,9,21,40,16,35,76,4,0,373
Silver Spring,Maryland,Eritrea,0,0,11,0,5,2,8,13,48,63,89,38,25,23,18,6,24,373
North Port,Florida,Ukraine,53,32,46,60,45,26,9,8,1,10,0,0,0,12,39,21,11,373
Saint Louis,Missouri,Russia,3,6,0,187,151,18,3,0,4,0,0,1,0,0,0,0,0,373
Tucson,Arizona,Syria,0,0,0,0,0,0,4,0,0,0,0,0,0,63,254,52,0,373
Baltimore,Maryland,Syria,0,0,0,0,0,0,0,0,0,0,0,0,7,23,311,31,0,372
Pittsburgh,Pennsylvania,Somalia,0,10,147,37,20,15,16,4,0,0,0,0,12,30,74,7,0,372
San Diego,California,Ethiopia,14,42,55,52,15,33,1,0,10,12,26,9,12,18,67,2,4,372
Encino,California,Iran,19,24,19,36,31,38,23,46,22,13,26,43,10,6,9,7,0,372
Concord,New Hampshire,Somalia,0,31,208,26,17,28,32,1,5,6,2,14,0,0,0,0,0,370
West Springfield,Massachusetts,Somalia,0,0,26,17,0,14,51,20,35,15,71,66,42,6,7,0,0,370
Westminster,California,Vietnam,60,39,7,130,34,22,28,45,4,0,0,0,0,0,0,0,0,369
Utica,New York,Ukraine,49,46,38,21,19,15,10,2,4,8,13,3,12,20,23,24,61,368
Chicago,Illinois,Sudan,24,59,41,25,21,6,4,1,3,13,17,33,34,43,30,9,5,368
Allentown,Pennsylvania,Burma,0,0,0,0,0,19,82,45,60,50,7,27,39,26,12,0,1,368
